Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,CFR,RecoveryRate
9880,2020-12-26,8:00 AM,Jammu and Kashmir,-,-,114353,1861,119628,1.555655866519544,95.5904972080115
9881,2020-12-26,8:00 AM,Jharkhand,-,-,111351,1016,113954,0.8915878336872773,97.71574494971655
9882,2020-12-26,8:00 AM,Karnataka,-,-,888917,12044,914488,1.3170211090796162,97.20379053634383
9883,2020-12-26,8:00 AM,Kerala,-,-,664951,2930,732084,0.40022729632118714,90.82987744575759
9884,2020-12-26,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
9885,2020-12-26,8:00 AM,Ladakh,-,-,9020,126,9355,1.3468733297701765,96.41902725815072
9886,2020-12-26,8:00 AM,Madhya Pradesh,-,-,222403,3536,236400,1.4957698815566836,94.07910321489001
9887,2020-12-26,8:00 AM,Maharashtra,-,-,1806298,49129,1913382,2.5676524604078015,94.40341761341959
9888,2020-12-26,8:00 AM,Manipur,-,-,26247,344,27943,1.2310775507282683,93.93050137780482
9889,2020-12-26,8:00 AM,Meghalaya,-,-,12940,135,13369,1.009798788241454,96.79108385069938
9890,2020-12-26,8:00 AM,Mizoram,-,-,4036,8,4178,0.19147917663954045,96.60124461464815
9891,2020-12-26,8:00 AM,Nagaland,-,-,11544,77,11895,0.6473308112652375,97.04918032786885
9892,2020-12-26,8:00 AM,Odisha,-,-,323378,1853,327867,0.5651681932002917,98.63084726428704
9893,2020-12-26,8:00 AM,Puducherry,-,-,36936,629,37914,1.6590177770744317,97.4204779237221
9894,2020-12-26,8:00 AM,Punjab,-,-,154845,5269,164821,3.196801378465123,93.94737321093793
9895,2020-12-26,8:00 AM,Rajasthan,-,-,289375,2657,303732,0.8747843493606207,95.27313552737282
9896,2020-12-26,8:00 AM,Sikkim,-,-,5142,125,5684,2.199155524278677,90.46446164672766
9897,2020-12-26,8:00 AM,Tamil Nadu,-,-,790965,12048,812142,1.483484415286982,97.39245107382699
9898,2020-12-26,8:00 AM,Telengana,-,-,276244,1529,284391,0.537640080030662,97.1352820588556
9899,2020-12-26,8:00 AM,Tripura,-,-,32672,385,33226,1.1587311141876844,98.33263107205201
9900,2020-12-26,8:00 AM,Uttarakhand,-,-,81871,1463,88844,1.6467065868263475,92.15141146278872
9901,2020-12-26,8:00 AM,Uttar Pradesh,-,-,555544,8279,579982,1.4274580935270405,95.78642095789179
9902,2020-12-26,8:00 AM,West Bengal,-,-,520470,9536,544755,1.750511697919248,95.54203265688244
9903,2020-12-27,8:00 AM,Andhra Pradesh,-,-,869920,7092,880712,0.8052575643343113,98.77462780114271
9904,2020-12-27,8:00 AM,Andaman and Nicobar Islands,-,-,4789,62,4912,1.2622149837133552,97.49592833876221
9905,2020-12-27,8:00 AM,Arunachal Pradesh,-,-,16477,56,16687,0.3355905794930185,98.74153532690117
9906,2020-12-27,8:00 AM,Assam,-,-,211486,1035,215910,0.4793664026677783,97.95099810106063
9907,2020-12-27,8:00 AM,Bihar,-,-,242767,1379,249403,0.5529203738527604,97.33924611973393
9908,2020-12-27,8:00 AM,Chandigarh,-,-,18754,315,19423,1.6217886011429747,96.55562992328683
9909,2020-12-27,8:00 AM,Chhattisgarh,-,-,257021,3275,274324,1.193843775972937,93.69249500590543
9910,2020-12-27,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3362,2,3372,0.05931198102016608,99.70344009489916
9911,2020-12-27,8:00 AM,Delhi,-,-,604746,10437,622094,1.6777207303076382,97.21135391114527
9912,2020-12-27,8:00 AM,Goa,-,-,48913,731,50595,1.4448067990908193,96.67556082616859
9913,2020-12-27,8:00 AM,Gujarat,-,-,226208,4275,240995,1.773895723977676,93.86418805369406
9914,2020-12-27,8:00 AM,Haryana,-,-,253145,2865,260545,1.0996181081962808,97.15979965073211
9915,2020-12-27,8:00 AM,Himachal Pradesh,-,-,49076,913,54280,1.6820191599115697,90.41267501842299
9916,2020-12-27,8:00 AM,Jammu and Kashmir,-,-,114722,1867,119877,1.5574296987745773,95.69975891955922
9917,2020-12-27,8:00 AM,Jharkhand,-,-,111530,1018,114146,0.8918402747358646,97.70819827238799
9918,2020-12-27,8:00 AM,Karnataka,-,-,889881,12051,915345,1.3165527751831279,97.21809809416122
9919,2020-12-27,8:00 AM,Kerala,-,-,668733,2951,735611,0.4011631147440699,90.90851006850087
9920,2020-12-27,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
9921,2020-12-27,8:00 AM,Ladakh,-,-,9051,126,9394,1.3412816691505216,96.34873323397913
9922,2020-12-27,8:00 AM,Madhya Pradesh,-,-,223532,3545,237406,1.4932225807266877,94.15600279689646
9923,2020-12-27,8:00 AM,Maharashtra,-,-,1807824,49189,1916236,2.5669593933106363,94.3424505123586
9924,2020-12-27,8:00 AM,Manipur,-,-,26331,344,27976,1.2296253931941665,94.11995996568487
9925,2020-12-27,8:00 AM,Meghalaya,-,-,12985,138,13371,1.032084361678259,97.11315533617531
9926,2020-12-27,8:00 AM,Mizoram,-,-,4046,8,4182,0.19129603060736491,96.7479674796748
9927,2020-12-27,8:00 AM,Nagaland,-,-,11545,78,11897,0.6556274691098597,97.04127090863243
9928,2020-12-27,8:00 AM,Odisha,-,-,323749,1857,328201,0.5658118043516016,98.6435141879519
9929,2020-12-27,8:00 AM,Puducherry,-,-,36962,630,37947,1.6602102933038185,97.40427438269165
9930,2020-12-27,8:00 AM,Punjab,-,-,155409,5281,165126,3.1981638264113466,94.11540278332909
9931,2020-12-27,8:00 AM,Rajasthan,-,-,290365,2664,304517,0.8748280063182022,95.35264041088018
9932,2020-12-27,8:00 AM,Sikkim,-,-,5157,125,5799,2.155544059320573,88.92912571132953
9933,2020-12-27,8:00 AM,Tamil Nadu,-,-,792063,12059,813161,1.4829781556173993,97.40543385627201
9934,2020-12-27,8:00 AM,Telengana,-,-,276753,1531,284863,0.5374513362563759,97.15301741538916
9935,2020-12-27,8:00 AM,Tripura,-,-,32695,385,33237,1.1583476246351956,98.36928724012395
9936,2020-12-27,8:00 AM,Uttarakhand,-,-,82298,1476,89218,1.6543746777556096,92.24371763545473
9937,2020-12-27,8:00 AM,Uttar Pradesh,-,-,556912,8293,581080,1.4271700970606456,95.84084807599642
9938,2020-12-27,8:00 AM,West Bengal,-,-,522331,9569,546008,1.7525384243454307,95.6636166503055
9939,2020-12-28,8:00 AM,Andhra Pradesh,-,-,870342,7094,881061,0.8051655901237258,98.78339865230672
9940,2020-12-28,8:00 AM,Andaman and Nicobar Islands,-,-,4798,62,4924,1.2591389114541025,97.44110479285133
9941,2020-12-28,8:00 AM,Arunachal Pradesh,-,-,16503,56,16689,0.3355503625142309,98.88549343879201
9942,2020-12-28,8:00 AM,Assam,-,-,211546,1037,215939,0.48022821259707604,97.96562918231537
9943,2020-12-28,8:00 AM,Bihar,-,-,243461,1383,249912,0.5533947949678286,97.41869137936554
9944,2020-12-28,8:00 AM,Chandigarh,-,-,18810,315,19486,1.616545211947039,96.53084265626603
9945,2020-12-28,8:00 AM,Chhattisgarh,-,-,258155,3293,275149,1.1968060941526228,93.82371006254793
9946,2020-12-28,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3362,2,3373,0.059294396679513785,99.67388081826267
9947,2020-12-28,8:00 AM,Delhi,-,-,605685,10453,622851,1.6782504965071905,97.24396364459558
9948,2020-12-28,8:00 AM,Goa,-,-,48992,731,50667,1.4427536660943021,96.69410069670595
9949,2020-12-28,8:00 AM,Gujarat,-,-,227128,4282,241845,1.770555521098224,93.91469743017223
9950,2020-12-28,8:00 AM,Haryana,-,-,253765,2874,260907,1.1015419287332269,97.26262614648131
9951,2020-12-28,8:00 AM,Himachal Pradesh,-,-,49685,919,54438,1.6881590065762886,91.26896653073221
9952,2020-12-28,8:00 AM,Jammu and Kashmir,-,-,114986,1867,120137,1.5540591158427461,95.71239501569042
9953,2020-12-28,8:00 AM,Jharkhand,-,-,111664,1019,114268,0.8917632232996113,97.72114677775056
9954,2020-12-28,8:00 AM,Karnataka,-,-,891095,12062,916256,1.3164443125065484,97.25393339852617
9955,2020-12-28,8:00 AM,Kerala,-,-,672196,2976,740516,0.40188193097785874,90.77400083185239
9956,2020-12-28,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
9957,2020-12-28,8:00 AM,Ladakh,-,-,9072,126,9406,1.3395704869232405,96.44907505847331
9958,2020-12-28,8:00 AM,Madhya Pradesh,-,-,224692,3563,238352,1.4948479559642882,94.26898033161038
9959,2020-12-28,8:00 AM,Maharashtra,-,-,1809948,49255,1919550,2.5659659816102733,94.29022427131359
9960,2020-12-28,8:00 AM,Manipur,-,-,26404,348,28029,1.2415712297977095,94.20243319419173
9961,2020-12-28,8:00 AM,Meghalaya,-,-,13012,138,13376,1.0316985645933014,97.27870813397129
9962,2020-12-28,8:00 AM,Mizoram,-,-,4049,8,4184,0.19120458891013384,96.77342256214149
9963,2020-12-28,8:00 AM,Nagaland,-,-,11568,78,11897,0.6556274691098597,97.2345969572161
9964,2020-12-28,8:00 AM,Odisha,-,-,324068,1861,328504,0.5665075615517619,98.64963592528554
9965,2020-12-28,8:00 AM,Puducherry,-,-,37005,631,37995,1.6607448348466904,97.39439399921042
9966,2020-12-28,8:00 AM,Punjab,-,-,155892,5299,165405,3.203651642937033,94.24866237417248
9967,2020-12-28,8:00 AM,Rajasthan,-,-,291533,2670,305360,0.8743777835996857,95.47190201729107
9968,2020-12-28,8:00 AM,Sikkim,-,-,5173,125,5845,2.1385799828913603,88.50299401197604
9969,2020-12-28,8:00 AM,Tamil Nadu,-,-,793154,12069,814170,1.4823685471093262,97.41872090595331
9970,2020-12-28,8:00 AM,Telengana,-,-,277304,1533,285068,0.5377664276593654,97.27643930570952
9971,2020-12-28,8:00 AM,Tripura,-,-,32711,385,33244,1.158103717964144,98.3967031644808
9972,2020-12-28,8:00 AM,Uttarakhand,-,-,82537,1483,89645,1.654303084388421,92.07094651123877
9973,2020-12-28,8:00 AM,Uttar Pradesh,-,-,558303,8306,581980,1.427196810886972,95.93164713564039
9974,2020-12-28,8:00 AM,West Bengal,-,-,524071,9598,547443,1.7532418900232536,95.73069707713863
9975,2020-12-29,8:00 AM,Andhra Pradesh,-,-,870752,7098,881273,0.8054257874688093,98.80615881798262
9976,2020-12-29,8:00 AM,Andaman and Nicobar Islands,-,-,4803,62,4929,1.257861635220126,97.44370054777846
9977,2020-12-29,8:00 AM,Arunachal Pradesh,-,-,16521,56,16696,0.33540967896502155,98.95184475323431
9978,2020-12-29,8:00 AM,Assam,-,-,211636,1038,215997,0.48056223003097265,97.98099047671958
9979,2020-12-29,8:00 AM,Bihar,-,-,244076,1386,250390,0.5535364830863853,97.47833379927313
9980,2020-12-29,8:00 AM,Chandigarh,-,-,18856,316,19551,1.6162856119891564,96.44519461920108
9981,2020-12-29,8:00 AM,Chhattisgarh,-,-,260056,3319,276337,1.2010697083633388,94.1082808310143
9982,2020-12-29,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3363,2,3374,0.05927682276229994,99.67397747480734
9983,2020-12-29,8:00 AM,Delhi,-,-,606644,10474,623415,1.6801007354651394,97.30981769768132
9984,2020-12-29,8:00 AM,Goa,-,-,49083,734,50772,1.4456787205546364,96.6733632710943
9985,2020-12-29,8:00 AM,Gujarat,-,-,228144,4288,242655,1.7671179246254969,94.01990480311554
9986,2020-12-29,8:00 AM,Haryana,-,-,254336,2882,261258,1.1031241148596407,97.35051175466397
9987,2020-12-29,8:00 AM,Himachal Pradesh,-,-,50079,921,54680,1.6843452816386248,91.5855888807608
9988,2020-12-29,8:00 AM,Jammu and Kashmir,-,-,115261,1875,120293,1.5586941883567622,95.81688045023401
9989,2020-12-29,8:00 AM,Jharkhand,-,-,111818,1020,114420,0.8914525432616675,97.72592204160112
9990,2020-12-29,8:00 AM,Karnataka,-,-,892273,12070,916909,1.316379269916644,97.31314666995307
9991,2020-12-29,8:00 AM,Kerala,-,-,676368,2990,743563,0.40211791065451075,90.96310601791645
9992,2020-12-29,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
9993,2020-12-29,8:00 AM,Ladakh,-,-,9088,126,9411,1.33885878227606,96.56784613749866
9994,2020-12-29,8:00 AM,Madhya Pradesh,-,-,225782,3572,239228,1.4931362549534335,94.37942046917584
9995,2020-12-29,8:00 AM,Maharashtra,-,-,1814449,49305,1922048,2.565232501997869,94.40185676944593
9996,2020-12-29,8:00 AM,Manipur,-,-,26478,348,28060,1.240199572344975,94.36208125445475
9997,2020-12-29,8:00 AM,Meghalaya,-,-,13042,138,13379,1.0314672247552135,97.48112713954706
9998,2020-12-29,8:00 AM,Mizoram,-,-,4068,8,4190,0.1909307875894988,97.08830548926014
9999,2020-12-29,8:00 AM,Nagaland,-,-,11589,79,11911,0.6632524557132062,97.2966165729158
10000,2020-12-29,8:00 AM,Odisha,-,-,324392,1864,328738,0.5670168949132744,98.6779745572462
10001,2020-12-29,8:00 AM,Puducherry,-,-,37040,631,38028,1.6593036709792786,97.40191437887871
10002,2020-12-29,8:00 AM,Punjab,-,-,156342,5312,165668,3.2064128256513023,94.37066904894125
10003,2020-12-29,8:00 AM,Rajasthan,-,-,292739,2677,306158,0.8743851214079005,95.61696901599828
10004,2020-12-29,8:00 AM,Sikkim,-,-,5188,126,5845,2.155688622754491,88.75962360992301
10005,2020-12-29,8:00 AM,Tamil Nadu,-,-,794228,12080,815175,1.4818903916336983,97.43036771245438
10006,2020-12-29,8:00 AM,Telengana,-,-,277931,1535,285465,0.5377191599670712,97.36079729564044
10007,2020-12-29,8:00 AM,Tripura,-,-,32721,385,33246,1.1580340492089274,98.42086266016963
10008,2020-12-29,8:00 AM,Uttarakhand,-,-,82850,1489,89850,1.6572064552031165,92.20923761825264
10009,2020-12-29,8:00 AM,Uttar Pradesh,-,-,559888,8322,582920,1.4276401564537158,96.04885747615454
10010,2020-12-29,8:00 AM,West Bengal,-,-,525685,9625,548471,1.7548785624034817,95.84554151450122
10011,2020-12-30,8:00 AM,Andhra Pradesh,-,-,871116,7100,881599,0.8053548155113607,98.81091062943584
10012,2020-12-30,8:00 AM,Andaman and Nicobar Islands,-,-,4811,62,4936,1.2560777957860616,97.46758508914101
10013,2020-12-30,8:00 AM,Arunachal Pradesh,-,-,16538,56,16709,0.3351487222454964,98.97659943742893
10014,2020-12-30,8:00 AM,Assam,-,-,211723,1040,216063,0.48134109033013517,97.99132660381463
10015,2020-12-30,8:00 AM,Bihar,-,-,244599,1389,250928,0.5535452400688643,97.47776254543136
10016,2020-12-30,8:00 AM,Chandigarh,-,-,18937,316,19615,1.6110119806270713,96.54346163650268
10017,2020-12-30,8:00 AM,Chhattisgarh,-,-,261663,3336,277471,1.2022878066536684,94.30282804329102
10018,2020-12-30,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3364,2,3375,0.05925925925925926,99.67407407407407
10019,2020-12-30,8:00 AM,Delhi,-,-,607494,10502,624118,1.682694618645833,97.33640112927363
10020,2020-12-30,8:00 AM,Goa,-,-,49199,735,50884,1.4444619133715904,96.68854649791683
10021,2020-12-30,8:00 AM,Gujarat,-,-,229143,4295,243459,1.764157414595476,94.11974911586756
10022,2020-12-30,8:00 AM,Haryana,-,-,254880,2892,261672,1.1052004035586536,97.40438411446391
10023,2020-12-30,8:00 AM,Himachal Pradesh,-,-,50631,925,54894,1.6850657631070791,92.23412394797246
10024,2020-12-30,8:00 AM,Jammu and Kashmir,-,-,115560,1879,120527,1.558986783044463,95.87893169165416
10025,2020-12-30,8:00 AM,Jharkhand,-,-,112021,1025,114650,0.8940252943741823,97.70693414740515
10026,2020-12-30,8:00 AM,Karnataka,-,-,893617,12074,917571,1.315865475260225,97.3894118275316
10027,2020-12-30,8:00 AM,Kerala,-,-,681397,3014,749450,0.40216158516245243,90.91960771232237
10028,2020-12-30,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
10029,2020-12-30,8:00 AM,Ladakh,-,-,9100,127,9436,1.3459092835947435,96.43916913946587
10030,2020-12-30,8:00 AM,Madhya Pradesh,-,-,226904,3582,240081,1.4919964511977208,94.51143572377656
10031,2020-12-30,8:00 AM,Maharashtra,-,-,1820021,49373,1925066,2.564743234777405,94.54330396983792
10032,2020-12-30,8:00 AM,Manipur,-,-,26521,353,28096,1.2564066059225512,94.39421981776765
10033,2020-12-30,8:00 AM,Meghalaya,-,-,13066,138,13387,1.0308508254276536,97.60215134085307
10034,2020-12-30,8:00 AM,Mizoram,-,-,4088,8,4199,0.1905215527506549,97.35651345558466
10035,2020-12-30,8:00 AM,Nagaland,-,-,11595,79,11917,0.662918519761685,97.29797767894604
10036,2020-12-30,8:00 AM,Odisha,-,-,324775,1868,329001,0.5677794292418564,98.71550542399568
10037,2020-12-30,8:00 AM,Puducherry,-,-,37074,633,38070,1.6627265563435776,97.38376674546888
10038,2020-12-30,8:00 AM,Punjab,-,-,156719,5322,165878,3.2083820639265,94.47847213011973
10039,2020-12-30,8:00 AM,Rajasthan,-,-,293888,2683,306784,0.8745566913528737,95.7963909460728
10040,2020-12-30,8:00 AM,Sikkim,-,-,5201,126,5864,2.148703956343793,88.693724420191
10041,2020-12-30,8:00 AM,Tamil Nadu,-,-,795293,12092,816132,1.4816230707777664,97.44661402812291
10042,2020-12-30,8:00 AM,Telengana,-,-,278523,1538,285939,0.5378769597711399,97.40643983506972
10043,2020-12-30,8:00 AM,Tripura,-,-,32735,385,33258,1.1576162126405676,98.42744602802334
10044,2020-12-30,8:00 AM,Uttarakhand,-,-,83416,1495,90167,1.658034535916688,92.51278183814478
10045,2020-12-30,8:00 AM,Uttar Pradesh,-,-,561257,8340,583941,1.428226481784975,96.115360969687
10046,2020-12-30,8:00 AM,West Bengal,-,-,527272,9655,549715,1.7563646616883293,95.91733898474664
10047,2020-12-31,8:00 AM,Andhra Pradesh,-,-,871588,7104,881948,0.8054896660574092,98.82532757033295
10048,2020-12-31,8:00 AM,Andaman and Nicobar Islands,-,-,4820,62,4941,1.2548067192875936,97.55110301558389
10049,2020-12-31,8:00 AM,Arunachal Pradesh,-,-,16549,56,16711,0.33510861109448864,99.03057866076237
10050,2020-12-31,8:00 AM,Assam,-,-,211838,1043,216139,0.48255983418078185,98.0100768486946
10051,2020-12-31,8:00 AM,Bihar,-,-,245156,1393,251348,0.5542116905644764,97.53648328214268
10052,2020-12-31,8:00 AM,Chandigarh,-,-,18967,316,19682,1.6055278935067574,96.3672391017173
10053,2020-12-31,8:00 AM,Chhattisgarh,-,-,263251,3350,278540,1.2026997917713793,94.5110217563007
10054,2020-12-31,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3364,2,3375,0.05925925925925926,99.67407407407407
10055,2020-12-31,8:00 AM,Delhi,-,-,608434,10523,624795,1.6842324282364616,97.3813810929985
10056,2020-12-31,8:00 AM,Goa,-,-,49313,737,50981,1.4456366097173456,96.7281928561621
10057,2020-12-31,8:00 AM,Gujarat,-,-,229977,4302,244258,1.761252446183953,94.15331329987144
10058,2020-12-31,8:00 AM,Haryana,-,-,255356,2899,262054,1.1062605417204088,97.44403825165806
10059,2020-12-31,8:00 AM,Himachal Pradesh,-,-,51387,931,55114,1.6892259679936132,93.23765286497078
10060,2020-12-31,8:00 AM,Jammu and Kashmir,-,-,115830,1880,120744,1.5570131849201616,95.93023255813954
10061,2020-12-31,8:00 AM,Jharkhand,-,-,112206,1027,114873,0.8940307992304546,97.67830560706172
10062,2020-12-31,8:00 AM,Karnataka,-,-,894834,12081,918544,1.3152336741625879,97.41874096396036
10063,2020-12-31,8:00 AM,Kerala,-,-,687104,3042,755718,0.4025311028717061,90.92068734633818
10064,2020-12-31,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
10065,2020-12-31,8:00 AM,Ladakh,-,-,9132,127,9447,1.3443421191912777,96.66560812956494
10066,2020-12-31,8:00 AM,Madhya Pradesh,-,-,227965,3595,240947,1.4920293674542533,94.61209311591345
10067,2020-12-31,8:00 AM,Maharashtra,-,-,1824934,49463,1928603,2.564706162958369,94.62465836670377
10068,2020-12-31,8:00 AM,Manipur,-,-,26601,354,28137,1.2581298645911076,94.54099584177418
10069,2020-12-31,8:00 AM,Meghalaya,-,-,13085,139,13408,1.0366945107398569,97.59099045346062
10070,2020-12-31,8:00 AM,Mizoram,-,-,4091,8,4204,0.19029495718363465,97.31208372978116
10071,2020-12-31,8:00 AM,Nagaland,-,-,11624,79,11921,0.6626960825434107,97.50859827195704
10072,2020-12-31,8:00 AM,Odisha,-,-,325103,1871,329306,0.5681645642654551,98.72367949566664
10073,2020-12-31,8:00 AM,Puducherry,-,-,37100,633,38096,1.6615917681646368,97.38555228895423
10074,2020-12-31,8:00 AM,Punjab,-,-,157043,5331,166239,3.20682872250194,94.46820541509513
10075,2020-12-31,8:00 AM,Rajasthan,-,-,295030,2689,307554,0.8743180059436717,95.92786957737503
10076,2020-12-31,8:00 AM,Sikkim,-,-,5218,127,5877,2.1609664794963415,88.78679598434576
10077,2020-12-31,8:00 AM,Tamil Nadu,-,-,796353,12109,817077,1.481990069479376,97.46364173755961
10078,2020-12-31,8:00 AM,Telengana,-,-,278839,1541,286354,0.5381450931364675,97.37562597344545
10079,2020-12-31,8:00 AM,Tripura,-,-,32751,385,33264,1.1574074074074074,98.45779220779221
10080,2020-12-31,8:00 AM,Uttarakhand,-,-,84149,1504,90616,1.6597510373443984,92.86329125099321
10081,2020-12-31,8:00 AM,Uttar Pradesh,-,-,562459,8352,584966,1.4277752895040055,96.15242595296138
10082,2020-12-31,8:00 AM,West Bengal,-,-,528829,9683,550893,1.7576916025435065,95.9948665167283
10083,2021-01-01,8:00 AM,Andhra Pradesh,-,-,871916,7108,882286,0.8056344541339202,98.82464416300384
10084,2021-01-01,8:00 AM,Andaman and Nicobar Islands,-,-,4826,62,4945,1.2537917087967645,97.59352881698685
10085,2021-01-01,8:00 AM,Arunachal Pradesh,-,-,16564,56,16719,0.3349482624558885,99.07291105927388
10086,2021-01-01,8:00 AM,Assam,-,-,211910,1045,216211,0.48332416019536467,98.01073950909066
10087,2021-01-01,8:00 AM,Bihar,-,-,245476,1397,251743,0.5549310209221309,97.51055640077381
10088,2021-01-01,8:00 AM,Chandigarh,-,-,19045,317,19748,1.6052258456552564,96.44014583755317
10089,2021-01-01,8:00 AM,Chhattisgarh,-,-,264769,3371,279575,1.2057587409460788,94.70410444424573
10090,2021-01-01,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3365,2,3378,0.059206631142687975,99.61515689757253
10091,2021-01-01,8:00 AM,Delhi,-,-,609322,10536,625369,1.6847653145582848,97.43399496937009
10092,2021-01-01,8:00 AM,Goa,-,-,49388,739,51066,1.4471468295930756,96.7140563192731
10093,2021-01-01,8:00 AM,Gujarat,-,-,230893,4306,245038,1.75727846293228,94.22742595026078
10094,2021-01-01,8:00 AM,Haryana,-,-,255853,2905,262325,1.1074049366244163,97.53283141141713
10095,2021-01-01,8:00 AM,Himachal Pradesh,-,-,51728,934,55277,1.689672015485645,93.57960815529063
10096,2021-01-01,8:00 AM,Jammu and Kashmir,-,-,116079,1883,120971,1.5565714096766994,95.95605558356961
10097,2021-01-01,8:00 AM,Jharkhand,-,-,112424,1030,115113,0.8947729622197319,97.66403447047684
10098,2021-01-01,8:00 AM,Karnataka,-,-,896116,12090,919496,1.314850744320802,97.45730269625969
10099,2021-01-01,8:00 AM,Kerala,-,-,692480,3072,760933,0.40371491313952745,91.00407000353513
10100,2021-01-01,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
10101,2021-01-01,8:00 AM,Ladakh,-,-,9144,127,9466,1.341643777730826,96.59835199661948
10102,2021-01-01,8:00 AM,Madhya Pradesh,-,-,228831,3606,241791,1.4913706465501197,94.63999900740723
10103,2021-01-01,8:00 AM,Maharashtra,-,-,1828546,49521,1932112,2.5630501751451265,94.6397517328188
10104,2021-01-01,8:00 AM,Manipur,-,-,26678,355,28188,1.259401163615723,94.64311054349368
10105,2021-01-01,8:00 AM,Meghalaya,-,-,13139,139,13427,1.035227526625456,97.85506814627244
10106,2021-01-01,8:00 AM,Mizoram,-,-,4098,8,4216,0.18975332068311196,97.2011385199241
10107,2021-01-01,8:00 AM,Nagaland,-,-,11646,79,11927,0.6623627064643246,97.64400100612056
10108,2021-01-01,8:00 AM,Odisha,-,-,325432,1873,329621,0.5682283592368205,98.72914650462198
10109,2021-01-01,8:00 AM,Puducherry,-,-,37115,633,38132,1.6600230777299905,97.33294870450015
10110,2021-01-01,8:00 AM,Punjab,-,-,157496,5341,166522,3.20738400932009,94.57969517541225
10111,2021-01-01,8:00 AM,Rajasthan,-,-,295987,2696,308243,0.8746346226840512,96.02391619598824
10112,2021-01-01,8:00 AM,Sikkim,-,-,5233,127,5889,2.1565630837154015,88.86058753608422
10113,2021-01-01,8:00 AM,Tamil Nadu,-,-,797391,12122,818014,1.4818817281855812,97.4788940042591
10114,2021-01-01,8:00 AM,Telengana,-,-,279456,1544,286815,0.5383260987047399,97.4342346111605
10115,2021-01-01,8:00 AM,Tripura,-,-,32779,385,33268,1.157268245761693,98.53011903330527
10116,2021-01-01,8:00 AM,Uttarakhand,-,-,84692,1509,90920,1.6597008358996919,93.15002199736033
10117,2021-01-01,8:00 AM,Uttar Pradesh,-,-,563278,8364,585902,1.4275424900409965,96.13860338418371
10118,2021-01-01,8:00 AM,West Bengal,-,-,530366,9712,552063,1.7592195093675902,96.06983260968404
10119,2021-01-02,8:00 AM,Andhra Pradesh,-,-,872266,7108,882612,0.8053368864234794,98.82779749198968
10120,2021-01-02,8:00 AM,Andaman and Nicobar Islands,-,-,4830,62,4946,1.253538212697129,97.6546704407602
10121,2021-01-02,8:00 AM,Arunachal Pradesh,-,-,16566,56,16719,0.3349482624558885,99.08487349721872
10122,2021-01-02,8:00 AM,Assam,-,-,211992,1049,216251,0.48508446203716976,98.03052933859266
10123,2021-01-02,8:00 AM,Bihar,-,-,245874,1400,252219,0.555073170538302,97.4843290949532
10124,2021-01-02,8:00 AM,Chandigarh,-,-,19109,318,19799,1.6061417243295115,96.51497550381333
10125,2021-01-02,8:00 AM,Chhattisgarh,-,-,265788,3375,280507,1.2031785303040565,94.75271561850506
10126,2021-01-02,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,3365,2,3378,0.059206631142687975,99.61515689757253
10127,2021-01-02,8:00 AM,Delhi,-,-,610039,10557,625954,1.6865456567095987,97.45748090115248
10128,2021-01-02,8:00 AM,Goa,-,-,49466,739,51135,1.4451940940647305,96.73609074019751
10129,2021-01-02,8:00 AM,Gujarat,-,-,231800,4309,245772,1.7532509805836303,94.3150562309783
10130,2021-01-02,8:00 AM,Haryana,-,-,256386,2911,262611,1.1084836507229323,97.62957378023007
10131,2021-01-02,8:00 AM,Himachal Pradesh,-,-,52140,936,55470,1.6873985938345053,93.99675500270416
10132,2021-01-02,8:00 AM,Jammu and Kashmir,-,-,116327,1884,121227,1.554109233091638,95.95799615597186
10133,2021-01-02,8:00 AM,Jharkhand,-,-,112529,1030,115241,0.89377912374936,97.64667088970072
10134,2021-01-02,8:00 AM,Karnataka,-,-,897200,12096,920373,1.3142497661274288,97.4822164492005
10135,2021-01-02,8:00 AM,Kerala,-,-,697591,3095,765924,0.4040870895806895,91.07835764383934
10136,2021-01-02,8:00 AM,Lakshadweep,-,-,0,0,0,0.0,0.0
10137,2021-01-02,8:00 AM,Ladakh,-,-,9153,127,9525,1.3333333333333335,96.09448818897638
10138,2021-01-02,8:00 AM,Madhya Pradesh,-,-,229731,3618,242571,1.4915220698269787,94.7067044288064
10139,2021-01-02,8:00 AM,Maharashtra,-,-,1832825,49580,1935636,2.5614320047777577,94.68851581599019
